business_id,uid,rid,stars,comment
7fHPkHUO_tcjUUWJqP_aKw,3zFI27d75gyRrB830JX6NA,sQjTtq_JPaqQDKmI5z-Rpg,5,We took the tasting menu* with matching wines and were just blown away by the quality of the food and drink; some unique and rare wines. ($150/person) Recommended without reservation as one of the best resto's in Montreal...*Tataki de thon rouge/ wakame / champignons honey; avec Morellino di Scansaon d.o.c.; Poggio Valente Reserva 2005; Fattoria Le Pupille..Dorade royale/ poireaux aux langoustines/ ecume de mer; avec Napa Valley a.v.a.; Viognier 2000; Joseph Phelps..Foie gras de canard/ courge sunshine/ truffe d'ete; avec Hermitage a.c.; La Petite Chapelle 2004; Paul Jaboulet Aine..Cochon de lait/puree de carotte au miso/compression d'epinards avec Echezeaux Grand Cru a.c.; 2004; Domaine Jean Grivot..Plateau de fromages d'ici et d'ailleurs; avec Alsace a.c.; 2007; Domaine Marcel Deiss..La gourmandise sucree avec Jerez d.o. Rare Amontillado Escuadrilla; Emilio Lustau
7fHPkHUO_tcjUUWJqP_aKw,QmjwQ90qT5w7mbrRgVy9dA,ds3EWn_QY9xINh0uJWQpMQ,5,This place was very good; but obviously a little pricey. We started out with the foie gras de carnard. It was the most tender pieces of meat I think I've ever had in my life with a mango chutney and kind of like a toasted crust crumble. It tasted like a dessert but was absolutely amazing. For dinner I had the risotto with scallops and chorizo. The risotto was cooked perfectly and the sauce was delicious; rich and creamy. My boyfriend had the angus steak. He really enjoyed it; from my one bite; I thought it was okay. Maybe a little more flavor. For dessert we had chocolate mousse cake. So good. It came with a dollop of ice cream and a tiny meringue. The waiter suggested a dessert wine to pair it with and it complimented it absolutely perfectly. The service was also very good; I haven't experienced very much since arriving in Montréal.
7fHPkHUO_tcjUUWJqP_aKw,XdTNJRyXpOopfL3A1E2hfA,EDIobBtzlKYTY1drMAPO2Q,5,Last night went to La Chronique for diner as part of the festival Montreal en Lumière. .Chefs OLIVIER DE MONTIGNY & MARC DE CANCK welcomed the talented Alexandre Dionisio chef of La Villa in the Shy; located in Brussels Belgium. It was a real pleasure to enjoy a wonderful meal from a  chef who boast two Michelin stars and name 'best young chef in Brussels' by Gault & Millau guide in 2013.
7fHPkHUO_tcjUUWJqP_aKw,U4INQZOPSUaj8hMjLlZ3KA,0Y4TwIUsZ4BSXpwvYBtOuA,3,The Why:  Recommended by a Montreal contact when I inquired about a classy/classic French restaurant where I could take my mother and aunt without breaking the bank; La Chronique struck me as a great place to start off our dining in Montreal.  Knowing full well that my family does not have the same appreciation for haute-French as I; Chef Marc De Canck's take on provincial French seemed to strike a good balance between accessible and refined and with a convenient location on L'Avenue Laurier and a business casual lunch compared to the jackets suggested dinner destination I made a reservation for noon on a Monday...The food:..Oregano Potato Bread; Nuts and Grains Bread; Cows Milk Butter and Fleur de Sel:  Complements of the house; served piping hot; and replenished without request the nuts and grains bread was as good as many pain au cereal in Paris while the potato bread was light; aromatic; and airy...Duo de Foie Gras de Canard / pain d'epices; puree de coing; gelee d'abricots:  My obvious choice; and a wonderful one at that; this presentation of Palmex Farm's fatted duck liver was presented both seared and en terrine.  With the warm preparation served over spiced bread quince puree and the creamy chilled portion topped with a thin piece of golden bread and brown sugar crumble there was nothing particularly elaborate about this dish; just high quality ingredients paired beautifully; the sweet cutting the fat and the aromatics perfuming the palate...Filet de Proc Fume / Polenta; Courgettes; Moutarde: My plat principal; this dish was suggested as our waitress' favorite and a chef's signature with good reason.  Again quite rustic in its construction but featuring an ample cut of lean pork loin smoked and placed over toothsome polenta tinged with mustard seeds the highlight of this dish was actually the jus - a pan reduction of bacon; zucchini; and cocoa that fit somewhere between sweet and savory thus working well to meld the pork and polenta without overpowering either...Onglet de Boeuf Angus / Salsifis; Choux de Bruxelles; Champignons:  A surprising order for my mother who rarely orders beef this was another hearty dish that would have fit nicely on any French bistro menu as the tender Alberta sourced hanger steak was cooked to medium well served over a sort of confit of Brussels sprouts and salsify with lightly pickled at the side.  With mom focusing on the steak; dense and aromatic with just a touch of smoke and char I particularly appreciated the sprouts - caramelized but still pungent and a good foil to the richness of the protein...Risotto vert-pre / Epinards; Edamamaes; Courgettes:  At first I thought my aunt was truly puzzled by my translation from French; but assuring us she wanted the vegetarian offering of the afternoon I must say it turned out quite nicely with the Carnaroli rice cooked to a medium tenderness in a creamy reduction of mushrooms and peas before being garnished with chopped zucchini; shelled edemame; and shredded spinach.  Rich; vegetal; and substantial in portion the dish was anything but light but considering I rarely associate risotto with French cooking I was rather impressed...Petit Basque Sheep's Cheese with Caramelized Nuts; Apricots; Grilled Bread: Listed only as a cheese plate on the menu this one was a bit of a letdown for me.  Don't get me wrong; I love Petit Basque; especially when nicely aged as this one was - but being in Montreal I couldn't help but hope for a local cheese and while the accoutrements were nice it just wasn't what I'd anticipated at a $6 supplement...Chocolate Profiteroles with sliced almonds:  A second bummer on the dessert menu were the profiteroles ordered by my mother - two small balls of admittedly nice choux pastry encompassing rather bland vanilla ice cream but thankfully topped with dense melted chocolate.  While admittedly not a fan of profiteroles to begin with the almonds were a nice touch; but not enough to save the plate...Valrhona Molten Chocolate Cake with Vanilla Ice Cream and Pineapple Mango Salsa; Caramel:  Another $6 supplemental dessert this one would actually prove to be worth the time; calories; and money. Beginning first with the cake - sticky; dense; and cooked to the perfect point to maintain the liquid center this oft duplicated dessert poured forth the dense 72% chocolate in plethora and although expectedly bitter the cocoa met an ample foil in the intense vanilla bean ice cream; sweet salsa and caramel; plus brown sugar crumble...The Verdict:  In the end I liked La Chronique well enough; the setting is lovely; the service excellent; and the prices fair for the quality (and more so the portions) given; but in comparison to the rest of our dining in  Montreal it was largely unmemorable.  A nice spot to enjoy a leisurely lunch or romantic dinner they certainly have the skills to make a classic French meal - I guess I'd just hoped for more creativity and better desserts given the cost of admission and supplements.
7fHPkHUO_tcjUUWJqP_aKw,4gBovwiJLKijLJq4-peRjg,sNEFzANd7M0P9-Hx_L_B7A,1,One of the worst experiences from a restaurant I've ever had. I made a reservation for mother's day and called two weeks in advance to make sure I had a spot. When I called; I told the host that I was a vegetarian; and asked if that would be a problem. He assured me that they had vegetarian options and it wouldn't be a problem on mother's day. For the next two weeks I was excited for my reservation. .At 3 o'clock ON mother's day; I got a call from La Chronique; and was informed that nothing on their menu was vegetarian and they were unable to prepare anything. My reservation was at 7:30; they had given me 4 and a half hours notice that they couldn't do anything for me. I told the man I was speaking with that I had been assured there was something; and he really didn't seem to care. I then had to scramble to find a new reservation..I will never be making a reservation at La Chronique and will tell everyone I know to avoid this place. I'm shocked at how disorganized and rude La Chronique was.
7fHPkHUO_tcjUUWJqP_aKw,ZHSbZiVoE1yYkhUy9Bu5eQ,MzkKt-1zUGvxjjhIiML4OQ,5,Lunch.1ere visite dans le nouveau local.beau;sobre;nappes blanches;vrais menus;vrais plâts.pas d'histoires de tapas a partager;mais comme c'est tres bon vous etes aussi tentes par ce que mangent les autres convives.la reputation est solide et pas surfaite.tout est bien pense;bien choisi;bien traite:la classe!un peu cher;mais bon..service de qualité. Carte de vin de tout pour tous les gouts .on aimerait revenir souvent.
7fHPkHUO_tcjUUWJqP_aKw,SGU-7WrEX9LQ0hiWGbWLfw,FMtseliy3BDHijRkDPwCpQ,5,La perfection; le chef   Marc De Canck qui nous aqueuil à la porte;.Embiance branché et décontract; très bon Martini et bon choix de vin;.Poêlé de foie gras à la hauteur de ça renommé les meilleurs en ville ma fiancée à pris la bisque de homard; succulente mais aussi avec une présentation hors du commun elle la surnommé le paradis dans une assiette .Les pétoncles des îles sont plus fraîche et goûteuse ici qu'à notre dernière visite aux îles...   .Une découverte incroyable; allez y et régalé vous.
7fHPkHUO_tcjUUWJqP_aKw,sAB5MmC1yTCfbn28EI_I3A,Rxl5fNLKMHKWwRyICeR0tA,4,I went to La Chronique yesterday evening for dinner.  This is a nice and fairly small place to eat out.  The atmosphere and sound level was perfect for an intimate conversation and I didn't have that feeling that I sometime get where I just want to leave because of noise sound tiredness. ..We shared an appetizer (raviolis) and one party had the duck magret where the other one had the fish plate.  Presentation is phenomenal; the duck portion was quite big; where on my side; I was a bit disappointed with the fish size given the price asked for it...We finished the meal with two cheese (not the sugar type) and they were both great picks!..Service was top notch; wine recommandation for the courses was perfect and we had a great time!
7fHPkHUO_tcjUUWJqP_aKw,xJAzDoRfwgA1pXisBTXTng,SwUE1VV9l26-6pTOBlUuDw,5,Great food; excellent wine list and wonderful service. We did the tasting menu; but did our own wine choices (with the sommelier's advice) and had a fabulous; leisurely celebration.
7fHPkHUO_tcjUUWJqP_aKw,cTpR0YY_WHaEDoWwARF9tg,KhpmKCB-fpi7XWOvTuyItQ,5,Went to La Chronique while on business in Montreal due to the stellar reviews on yelp.  My only regret is not doing the wine pairing with the tasting menu. The entire meal was great; the service was fantastic; and the atmosphere was nice and quiet. Will definitely plan another visit when I'm back in Montreal.
7fHPkHUO_tcjUUWJqP_aKw,JMP9JY5JV2HfWn8ClTBb6A,5dj7Xie2hH2Dr5SGGlctVg,5,Where to have your last meal in Montreal when some of the other great places you went on the trip are closed on Tuesday?  Try something new!  And we are very glad we gave La Chronique a try.  Of course go with the tasting menu with the wine pairing because that is what we did and it was amazing!  5 courses was available the night we went.  It appears that it changes looking at the other reviews (this is a good thing!)  But we had a number of amazing and interesting dishes.  And this was still after a week of having amazing dishes.  The creativity of things in Mile End makes me so jealous!  The sweet breads with foie gras; truffled polenta and roasted mushrooms is something I will be dreaming about for a while.  ..Service was excellent.  The wine pairings worked beautifully and the waiter/somm was very excellent in explaining and talking about the wine without letting other things get away from him.  And I was very impressed when a table came in after us with three kids and he still treated them in a very professional and delightful manner.  Oh to be a kid who got to eat here!  ..Yes; it is pricy.  But treat yourself; there is a lot of skill in putting things together and the wine list is fascinating. By doing the tasting menu with the pairing you get to sample some things that you might not have had a chance to do so.
7fHPkHUO_tcjUUWJqP_aKw,uecZhhWBEQ-qe7YeEtntLg,qBvjQcRg622ZZGS9wJM73g,5,This resto recently moved across the street into a slightly larger slightly more elegant space; with a room upstairs for groups. Fortunately; the menu; staff; and wine cellar are unchanged...We had the tasting menu; seven superb little courses from amuse-bouche through mains; cheese;and dessert; with a carefully chosen glass of wine to go with each one. The staff really knows their wine; and the quality of the wine and food is quite amazing. It's very expensive; but well worth it for special occasions.
7fHPkHUO_tcjUUWJqP_aKw,_S7P6eKBi0Lm-BLXut6HcQ,bvCO4FzbAUOpgvqzQKSVUQ,5,One of the first things that strikes you about this place as you walk in is how small the dining room is. There must be; at most; fifteen tables. The atmosphere is modern; slightly stark; with bright splashes of light and curated shadows. The automatic sliding door to the kitchen; frosted with images of cutlery made me wonder if we were walking onto the set of Chopped. ..One of the slight let-downs was that although this was Taste MTL; a number of the dishes cost a little extra. The portions were somewhat small; but the intensity of flavours more than compensated. The jerusalem artichoke (topinambour) veloute was great: a bowl with toasted parmesan shavings; truffle oil and some croutons with an elegant pour-over of the soup itself. The veloute could have used a little more salt; but its understated seasoning really let the truffle; parmesan and jerusalem artichokes have center stage. The suckling pig ravioli (an extra of $12) was stunningly delicious. The ravioli were served in a deep bowl; surrounded by a rich fond-de-veau sauce infused with porcini mushrooms. The balance between this sauce; the umami kick of the slow-cooked pork in the ravioli and the slightly lemony béchamel foam on top was exquisite. The half-lobster tail on the dish; though delicious; seemed like more of an expensive garnish than a flavour that belonged in the dish...For the mains; we both got the duck breast served with beets three ways; sour cherries and a port reduction. The beets were pureed; roasted and carpaccio. The puree was the most delicious of the three; and the chef's decision to use three different colours of beets allowed for some variety. The fat on the breast was nicely carmelized with some raw sugar and the port reduction really complemented the depth of flavour in the breast; even if it was a little overcooked for my tastes (I prefer duck medium rare). The cherries had an interesting and pleasant tannic taste to them; which makes me suspect they were soaked in tea....The apricot clafoutis with dulce de leche ice cream was quite pleasant. The plating; as throughout the meal; was elegant; sophisticated and balanced. The slight tartness of the apricot nicely offset the sweetness of the dulce. The only issue I might take up with them is that the clafoutis had a non-traditional shortbread crust and was more of an apricot shortcake than the southern French dessert I was expecting. The marquise au chocolat was what you would expect: delicious; rich; velvety-dark chocolate with a nice slab of white chocolate on top...I would be leaving out one of the best parts of the meal if I didn't mention the bread. La Chronique makes their little tiny breads fresh daily (that night they had oregano; white and olive). The wine list is also worth noting; the restaurant won Best Wine Selection from Wine Spectator in 2011 and features a number of private imports among their over 250 carefully selected entries. Maybe it's just me; but the rarity and unavailability of the private imports adds to their mystique and helps justify spending way more on a bottle than at the SAQ. Wines start at $45 ...La Chronique is certainly worth the price and makes a great place for celebrating romantic special occasions. At nearly $100 a person with tax and tip; it's not cheap; but worth every penny. If you're looking to try the restaurant but don't want to spend very much; it's worth considering their lunch specials; $24 for two courses and $29 for three.
9B9VEYYj8oW5byOZeerwaQ,kMXPkvGLJBLgkZVLPQmSlw,BsN0sRc0jLpr2av3TVW5jw,4,Cute coffee shop as an alternative to Starbucks offering free wifi; a variety of coffee drinks and pastries; cookies; muffins; salads and sandwiches. Many tables to sit at to enjoy a coffee and snack.  Bathrooms are located in the basement and the women's was not very clean. The staff was friendly and provided service with a smile. The pastries we tried were very good and the flat white was perfect.
9B9VEYYj8oW5byOZeerwaQ,0tf14Cq5NU3PBINpEDXZdQ,RpGY2g2e5kfelb04dxecEw,4,Second stop on my first night in Montreal (but First Cup. ha ha).  I didn't realize it was a chain coffee shop; until later in my trip - but nonetheless; this is a lovely place for a cup of nice espresso and fantastic selection of pastries (and cheesecake galore).  ..I figured hey.. let's go for a cappuccino; although typically I'd run for a latte.  Maybe I thought a cappuccino was more French; in my sleeplessness from the travels.  Anytime after 2pm; and it'll be decaf.  Yeah; blasphemous; but I don't like to please the insomniac in me.  I asked if the pastries are made there; and he said no.  But there were a bunch of these mini loaf cakes in a jar up front.  They looked perfect and cozy.  Almond shortcake...  sold.  ..Let me tell you; it was one of the best desserts I've had.  Barely sweet; very buttery; and moist as can be.  My kind of dessert.  I almost went back on my final day to pick up a bag of just these.  ..Prices are reasonable; and probably $6-7 (I forget exactly).  Great seating up front to catch the view of passers by; heading to and away from Crescent St...Although it's a chain; I think it's limited to Canada.  Not sure.  If you want a decaf that doesn't taste decaf; and a nice selection of something sweet that isn't necessarily homemade but still quite yummy; give it a try.
9B9VEYYj8oW5byOZeerwaQ,ze0maaIfxxYGnoKvtF_YTQ,-9p0E5WvTuof96jBfAj_3A,5,The atmosphere is amazing you can relax grab a nice coffee and a tasty sandwich with dessert. Def beats Starbucks and Tim Horton's!  Oh and of course the FAST and complimentary WiFi is always reliable.
9B9VEYYj8oW5byOZeerwaQ,xRBnIhqYTJZcEA4-wuZ4uA,CgrccFCdjUqhRFJMm5bAsA,4,Ok; I mean...its a chain. Kind of like Starbucks. I've had tea and iced tea here and wasn't disappointed by the product or service. ..Not really much else to say I guess.
9B9VEYYj8oW5byOZeerwaQ,yBbhNiEwzSf8T8xWvfTLhA,8_gxFsLZniujiTirHpdTUw,3,Should be 3.5 stars. ..I'm somewhat surprised with the reviews saying it is a best place in town and giving it 3 stars.....Anyway; stopped there for breakfast - I guess it was a mistake; as while I was expecting all the sandwiches to be made on the spot; they were pre-made and only heated up. English muffin was very soggy after that heating up....Coffee was ok; but not great - I have higher expectations for coffee in French Canada..I guess it is a good place if you need WiFi and place to work; but I can't recommend it as a food place.
9B9VEYYj8oW5byOZeerwaQ,lvOyh8H-oAltauebsvlt4w,EMNHuxeg4S3gLehbsdVfEQ,4,great place confortable and relax; but the music is too LOUUUUDDDD
9B9VEYYj8oW5byOZeerwaQ,2ZfhOYE8NKSxv8bXG5lDnQ,c0hqV8jtIao23zcJEI0pzA,4,Coffee is just for my taste (note that this is personal since it might not be your taste). Cheesecakes with strawberry or blueberries look great. A bit loudly environment thou especially on weekend days. Btw; staff is so friendly which is a big plus to me.
9B9VEYYj8oW5byOZeerwaQ,Zof5LevynuBuY00HNbbhlA,7hvrewno9wjAxm0q5MRFPQ,4,Love the decor.  The service and coffee was good.
9B9VEYYj8oW5byOZeerwaQ,tnf2pAca5ixL0S8qInx18w,DSs8CCwZT4dRQ_gMumGlWQ,1,Not review for this location...The bathroom was so gross and small. GROSSSSSS! I thought I would give local coffee a support. Too disappointed!
9B9VEYYj8oW5byOZeerwaQ,vX7hibM5opbV_8w10Q18Ag,-0ffozxYoQqvREeCOrtOCA,5,The frozen hot chocolate here is awesome awesome awesome.  Something about the Canadian whipped cream....it's just delicious.  They have a ton of seating and free wifi so it's a perfect place to relax after a long day of tourist walking.  I forgot the name of the drink since it's in French but it did have the word chocolate in it and it was on the right hand side of the menu.  ..This is my first review out of the NYC five boroughs so you know it has to be good!
9B9VEYYj8oW5byOZeerwaQ,41kMyI1BfOTyIIAenUSaTQ,Y3FaK8vkd1RyYFExHmfLJQ,4,This place means business; strong smell of roasted coffee in the air; people eating late night snacks; a great selection of anything java or non java to tempt your senses!
9B9VEYYj8oW5byOZeerwaQ,B5mpfVCviyUl9Bsdef5jUQ,S2unSX5fgpu1vGpwWNCORw,4,Great central location (right next to Reuben's); open 24 hours; free Wifi; huge seating area...what else could you ask for in a coffee shop?..Well; good coffee I suppose.  The bold tastes like old coffee to me.  I am not coffee aristocrat; so don't jump down my throat.  I suggest the flavor of the day for you I only want to look cool while getting caffeine drinkers.
9B9VEYYj8oW5byOZeerwaQ,3fLXys0GUqZjF8ChzGliSQ,ruW6MLlI-Cmn5ZwYxgemgg,5,We really enjoyed the coffee and food here..She really enjoyed the decaf; I enjoyed the regular. .We also enjoyed the falafel wrap they had..We had breakfast there four days in a row (took sandwiches from other locations in as well).
9B9VEYYj8oW5byOZeerwaQ,3-nyItcBFRq0ZhyJjzqVpg,HYWk3LuMUOpIhZM6FqJSkg,4,I like second cup and this place is always busy. Very friendly staff with very good service. I love their coffee and cakes.
9B9VEYYj8oW5byOZeerwaQ,yD5npU0MGi1Q94HHTjHcBQ,YWbCJu5bkYruvzbdZ5Na_A,5,Got a cup of Flat White..Quality of the coffee products in second cup is always good. Coffee is warm and fresh; also everything in this store is Canadian; proudly Canadian .Comparing to Starbucks; this location is much cleaner. And the coffee shop environment is much better than other coffee chains.
9B9VEYYj8oW5byOZeerwaQ,kkPmwboW5Fe5a0ZrqTvCHg,C4Sm5IdNsGUhxzh4cagQtw,4,The first place I came to after a long flight to Montreal. Has good wifi; very spacious; a bathroom (cleanliness questionable); and great place to work or chat or charge up. I sat by the window and watched people walking around downtown :)
9B9VEYYj8oW5byOZeerwaQ,CwUvSaeItqpFCDh0jHaNuQ,j1fuxHh9r9whXyF7FQy2BA,4,Food: Love Flat White~ and thankfully the ones at Second Cup never failed~ Also at this new location in Sainte-Catherine; much more varieties of pastries and other food options~..Service: Had to remind the barista that she forgot our second Flat White; apologized++ and made it right away; did not compromise speed over quality however :) the service very quick also despite it was very busy..Price: avg for coffee..Ambiance: I love this new location; high ceiling; well illuminated; high bench and regular seats; busy but not nosy~
9B9VEYYj8oW5byOZeerwaQ,CRDzo_B8b-jztUa8yDqcXA,aIU1RT8IFB26tQH1TZe0MA,4,Needed a lil pick-me-up at the end of our day and the Gingerbread latte was sooo good; too bad the guy behind the counter only made one drink for the two of us...I guess something got lost in translation. But other then that it was very yummy and pretty to look at
9B9VEYYj8oW5byOZeerwaQ,E22V6wlHhVYFdQ_TeY_DKQ,R2jMk5xvCsu9_w679heZsw,3,Got the caramel latte. A bit on the pricey side but very good cup. Servers are polite.
9B9VEYYj8oW5byOZeerwaQ,U1vl4SQzO3wTAWlYVnSjnw,4fs5twXLtjf4uvEv068pQw,4,They finally opened the top floor! It's beautiful; spacious; and perfect to sit and get a bit of work/reading done. Before they had the upstairs area; it sucked to come here because it wasn't comfortable. I would just get my drink to go. Now it's great! ..I like this location; it has lots of food options and the wait is never long..The staff has never messed up my order (I do order the same thing every time though) and they always smile when I visit...Only downside is that if you stay too long you start smelling like coffee!
9B9VEYYj8oW5byOZeerwaQ,i6w1V5iPWdYKVPnZLOeLkA,ykDhEb7ja5MM0G2HQqVQng,4,I loved Second Cup!  When I leave the US I vow to stay away from Starbucks and Second Cup made this not only possible; but quite enjoyable!  Prices are high (but everything is higher in Canada!); but the coffee is rich and the carrot cake here is fluffy and rich but not too sweet or heavy!  .Also; I can't forget to mention the free wifi access if you are a tourist that does't want to rack up roaming charges :)
9B9VEYYj8oW5byOZeerwaQ,HqjMKuBah0isAJ4CBB73aA,oeblpD7YiYiMAVP2WvrWNg,1,had a cup of regular coffee. It was so bad; I had to throw it out. I should have returned it. I think it's due to the new barista; must be her first day; she did not seem like she knows how to brew a cup of coffee at all.
9B9VEYYj8oW5byOZeerwaQ,Ctrp5IoEKHkixDSIyYHDpw,WfVRZkvQg60zI5ljvvmrQw,3,Being on St. Catherine; this location is always going to be packed and noisy. They have a decent selection of sandwiches if you need more than java; but the bacon; egg and cheese muffin tasted like something you'd get out of the freezer section and microwave at home. Not exactly worth $3.75 plus tax.
9B9VEYYj8oW5byOZeerwaQ,941m7FFFBeoCRLXJZxflzw,TASBnVI68iCNWLOUOBjW1w,4,I came here with my mother for breakfast and food was great! I got the frozen hot chocolate with an apple baba and she got the vanilla bean latte with cheddar croissant. The atmosphere was nice and clean in the middle of everything so were finished eating when the shops were opening up. Drinks were good and the food was ok; nothing too special. Service was quick. Would recommend!
9B9VEYYj8oW5byOZeerwaQ,9TT_mBR1xKn5I62vg1yu7w,3KksmvPasgWYd_3sacE2pQ,4,Second Cup really makes me want to go back for seconds. I am wary of chain coffee shops; namely Starbucks. Nevertheless; Second Cup is the exception. It is laid out similarly to Starbucks but it is much more creative and has more variety of food and beverages. ..I had their mochachino with skim milk and it is made with dark chocolate and espresso. It is so rich I cannot even tell it is actually skim milk. My husband also got a cup of chocolate with mint latte and it is as good as it gets. ..People are hanging out in the cafe and they have a wide selection of sandwiches; cakes; and desserts. I wish I had a chance to return!
9B9VEYYj8oW5byOZeerwaQ,Z9EO5CL6sOA1Ct9SlHWU_g,mbcb_u7anH7ONtNImnz3ow,3,Very nice and comfy place to hangout with friends while drinking coffee. They are open late if not 24 hrs. It's one of the best places in the downtown area to work/hangout late nights.
9B9VEYYj8oW5byOZeerwaQ,R2IomLf8WgtjEmAzZhYa-A,yzHzBhOy7j4vZQTSKOz86Q,3,Malheureusement seulement 3 étoiles pour un Second Cup .... L'endroit est est très beau; on a vraiment envie d'y travailler. En plus; C'EST GRAND alors ce serait surprenant qu'il n'y ait plus de place nulle part pour s'asseoir...Le gros point négatif: Le Wifi !! Si tu réussis à te connecter; tu vas constater que c'est vraiment lent. Sinon; tu seras juste tout simplement jamais capable de te connecter! ..C'est vraiment dommage parce que pour le reste c'est très bien !! (À la hauteur des autres Second Cup que j'ai visité; et même plus)..Si tu veux juste jaser autour d'un café ou d'un peu de bouffe; go for it though !!
9B9VEYYj8oW5byOZeerwaQ,ujOwZo999jM6bhkSXOX61w,ShyNWhR7It9Bf1rLEiMaaA,4,Conveniently located..Recently renovated..Very fast service; someone takes your order while you are still in line so when you get @ cashier your drink is ready!!..Love their matcha tea latte!.Wifi is free but sometimes bugs..
9L8UgjIvLfwylrFacB2HuA,50CacOqb-69QlndXYWkwNg,6lu7DGTstJ0kDdZDDx-ZHQ,4,Great for brinch. They sell also high quality truffle pesto
9L8UgjIvLfwylrFacB2HuA,NaW6r6e2dwXSv5qLrL7ZkQ,H0antjS5a1H92Sd9nua7WQ,4,Okay; I was a bit surprised at how good this place was. Maybe because most department store cafes are usually mediocre; but I've been here twice and have left happy both times. ..They specialize in open faced sandwiches; have a pretty decent wine and cocktail list and serve Illy coffee...The lamb tartine is well made; served with hummus. I love their beet salad; a perfect refresher. ..However; my favourite would be the brunch tartine; basically like eggs Benedict with smoked salmon. Delish!..Service was spot on and the tab; well a bit pricey but worth it.
9L8UgjIvLfwylrFacB2HuA,2ZfhOYE8NKSxv8bXG5lDnQ,pOc82mPeTBeiL3HIvs71IQ,4,A lovely place to stop by and enjoy your coffee or meal. So special service by workers. Deserts were good. Coffee is soft. Very good atmosphere.
9L8UgjIvLfwylrFacB2HuA,55rm9_A0EIofkx41SgnJZQ,oSy-DwpBCb8Cu15AR9xFJw,4,its expensive but its holts! the foods quite good...
9L8UgjIvLfwylrFacB2HuA,0w6SADnIcM7-KtJD4JLepA,sbIcNNj60qkl9VXr1k48bw,4,We went here late one evening when we wanted a light supper; and it was perfect.  Good service and fresh food -- crisp greens; fresh bread; and moist chicken.  Lemonade was nice & tart!  Definitely would go back.
9L8UgjIvLfwylrFacB2HuA,Wj-1G4qcyo1dcqIjhnpL8w,cB1wCxepEhTdKL3GbBsq2A,4,Très bon; très chic; très frais. J'y avais mange une tartine avec du saumon fumé c'était impeccable. Quand on est dans les parages du centre-ville c'est un bon spot pour s'arrêter se faire plaisir à la fin d'une bonne session de shopping
9L8UgjIvLfwylrFacB2HuA,KFJ938JLMqyE5JTI7D5tNw,xYiHI8Xc8aC91PePcpQJcQ,4,This cafe is located on the lower floor of Holt Renfrew; and the decor is modern. Service is friendly and fast. .My fav is the Chicken Tartine or the Caprese Tartine; which are both open faced sandwiches using Poilane bread.  I could literally eat them every day; and do each time I visit the area. .If you enjoy carrot cake; you must try theirs!
9L8UgjIvLfwylrFacB2HuA,hMY0wsj3VxOaBixV_6YnuA,xlOeZ00ceHPl1cyNxuT2Iw,4,Cafe Holt is situated on the lower level of Holt Renfrew.  Came here for a late/light lunch with a friend.  The space is very white and modern looking with a small bar...As it was my first meal of the day I was hungry and got a starter and a main dish.  As a starter I chose the lobster and crab ravioli.  Portion size was great (about 5 raviolis) and it was very tasty.  My main dish was the taleggio grilled cheese.  It was good; but I found it to be a little too small for the price; since nothing was accompanying it as well (unless you count sprigs of alfalfa sprouts an accompaniment).  It is a tad expensive; but its of good quality and offers a variety of choices to suit all kinds of tastes...They also have a decent wine selection...The service was acceptable and efficient.  (I have sat at both the bar and a table before)...In all; Cafe Holt offers a nice refreshing fresh tasting lunch when its getting harder to come by in the downtown area.
9L8UgjIvLfwylrFacB2HuA,PVOtG_2eJOnJLoLmT_rQig,i-cGcgwn7CJLz0G32yAHwA,3,The food is pretty decent; and so is the service. Very small portions. The items were a bit off key; some were not balanced with flavors (either too bland; or too overpowering). I'd have to think before I go here again; though the ambience and decor are nice.
9L8UgjIvLfwylrFacB2HuA,ODLqGojIJZ-M3Mpieag29g,BQ0RUbp5yuV3HCO6mmLDKg,1,Brought a friend for lunch on Sunday.  We went after the lunch rush was over so there were plenty of tables and several staff.  The wait was very long and when we were finally served we got a piece of burnt toast - charred black and so hard it couldn't be cut with a knife; and spread with a paper-thin layer of cooked mushroom topping.  It was inedible and got sent back.  The salad I ordered instead took forever to arrive and by that time I had lost my appetite and with it the pleasure of dining out with a friend.  The salad was small and average and the whopping bill of $47 confirmed my intention to give this place a pass next time I am in the area.
9L8UgjIvLfwylrFacB2HuA,nptaypYVM2RVTgm0uuCzeA,5fAHPuUUvS1stKpF_7QKDg,5,The service was fantastic; the food delicious and surprisingly affordable. Although this isn't the place  for avant garde or québécois cuisine it's perfect for a quick bite while walking downtown or in the area. Thanks for the great experience!
9L8UgjIvLfwylrFacB2HuA,wgUsDf8DSfdpR75EPZwZ4Q,cLzMsITuOZm7qfS5TSxmeQ,4,The beef tartine is delicious. The parm fries are also the best fries in Montréal. Now they have more options in the menu and we love it! Everything is made with fresh ingredients and you can tell; and the portions are perfect.
_9uNm7NNMgiJyzEwLY9ccg,tWBLn4k1M7PLBtAtwAg73g,7ud-ptkw-0cHOZFMU0S63w,3,It's nearing 4am and I'm drunk and hungry. Well imagine my delight when the lights to this quaint little pizza shop were glowing when returning to our hotel next door..We crushed a few slices of various types of pizza. There was nothing really remarkable about the pizza; but it was reasonably tasty for a reasonable price. .A solid 3 star slice; and even at this ridiculous hour it was actually the namesake of the store; Dany; working the til. A kudos to that kind of commitment to serving the za..This place is indeed; A-OK.
